url;title;price_previous;price_current;seller;seller_sales;qtd_available;scraped_at
https://www.mercadolivre.com.br/placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6/p/MLB33477379#polycard_client=search-nordic&wid=MLB3804569337&sid=search&searchVariation=MLB33477379&position=6&search_layout=grid&type=product&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex Oc 6gb Gddr6;R$1.549,35;R$1.254,97;Lalligator shop;+5mil vendas;+10 disponíveis;30/11/2024 00:24:40
https://produto.mercadolivre.com.br/MLB-4587570834-vga-galax-gf-rtx3050-6gb-ex-gddr6-96bits-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Vga Galax Gf Rtx3050 6gb Ex Gddr6 96bits;1.364;R$1.364;Favs;+5mil vendas;+50 disponíveis;30/11/2024 00:24:41
https://produto.mercadolivre.com.br/MLB-4935606470-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-6gb-gddr6-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex 6gb Gddr6;R$1.561,71;R$1.264,99;Lalligator shop;+5mil vendas;+10 disponíveis;30/11/2024 00:24:41
https://produto.mercadolivre.com.br/MLB-3920001161-placa-de-video-galax-geforce-rtx-3050-ex-6gb-gddr6-96-bit-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Video Galax Geforce Rtx 3050 Ex, 6gb, Gddr6, 96-bit;R$1.870,41;R$1.731,99;Lnvidia;+100mil vendas;+50 disponíveis;30/11/2024 00:24:42
https://produto.mercadolivre.com.br/MLB-5166511302-placa-de-video-galaxy-geforce-rtx3050-6gb-gddr6-128-bits-oc-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Video Galaxy Geforce Rtx3050 6gb Gddr6 128 Bits Oc;1.587;R$1.587,97;Pirabolim;+100 vendas;2 disponíveis;30/11/2024 00:24:42
https://produto.mercadolivre.com.br/MLB-3650599369-geforce-rtx-3050-6gb-gddr6-96-bits-galax-ex-series-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Geforce Rtx 3050 6gb Gddr6 96 Bits - Galax Ex Series;1.989;R$1.989,99;Oficina_dos_bits;+1000 vendas;+5 disponíveis;30/11/2024 00:24:43
https://produto.mercadolivre.com.br/MLB-3897605919-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex Oc 6gb Gddr6;1.680;R$1.680;Efacini;Mercadolíder | +10mil vendas;+10 disponíveis;30/11/2024 00:24:44
https://produto.mercadolivre.com.br/MLB-5194746180-geforce-rtx-3050-6gb-gddr6-96-bits-galax-ex-series-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Geforce Rtx 3050 6gb Gddr6 96 Bits - Galax Ex Series;2.188;R$2.188,99;Linfoclub;+10mil vendas;+5 disponíveis;30/11/2024 00:24:44
https://produto.mercadolivre.com.br/MLB-5048239410-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex Oc 6gb Gddr6;1.599;R$1.599;Ac3informatica;+100 vendas;Último disponível!;30/11/2024 00:24:45
https://produto.mercadolivre.com.br/MLB-4626013354-placa-de-video-rtx-3050-ex-6gb-96bits-gddr6-35nrldmd9oex-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Video Rtx 3050 Ex 6gb 96bits Gddr6 - 35nrldmd9oex;1.964;R$1.964,99;Comtek tecnologia;Mercadolíder | +1000 vendas;2 disponíveis;30/11/2024 00:24:45
https://produto.mercadolivre.com.br/MLB-4660409112-placa-de-video-galax-geforce-rtx-3050-1-click-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Geforce Rtx 3050 (1-click Oc) 6gb Gddr6;1.847;R$1.847,83;Zoing brasil;Mercadolíder | +1000 vendas;+5 disponíveis;30/11/2024 00:24:46
https://produto.mercadolivre.com.br/MLB-4699670140-placa-de-video-galax-geforce-rtx-3050-ex-6gb-gddr6-96-bit-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Video Galax Geforce Rtx 3050 Ex, 6gb, Gddr6, 96-bit;R$2.599,90;R$1.399,90;Mania virtual;Mercadolíder | +100mil vendas;2 disponíveis;30/11/2024 00:24:47
https://produto.mercadolivre.com.br/MLB-3698399335-placa-de-video-galax-geforce-rtx-3050-ex-6gb-gddr6-96-bit-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Video Galax Geforce Rtx 3050 Ex, 6gb, Gddr6, 96-bit;2.599;R$2.599,90;Mania virtual;Mercadolíder | +100mil vendas;2 disponíveis;30/11/2024 00:24:47
https://produto.mercadolivre.com.br/MLB-3725858759-placa-de-video-rtx-3050-6gb-ex-gddr6-96bits-galax-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Rtx 3050 6gb Ex Gddr6 96bits Galax;1.706;R$1.706,14;Maddog;+1000 vendas;Último disponível!;30/11/2024 00:24:48
https://produto.mercadolivre.com.br/MLB-5166485920-placa-de-video-galaxy-geforce-rtx3050-6gb-gddr6-128-bits-oc-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Video Galaxy Geforce Rtx3050 6gb Gddr6 128 Bits Oc;1.737;R$1.737,97;Pirabolim;+100 vendas;2 disponíveis;30/11/2024 00:24:48
https://produto.mercadolivre.com.br/MLB-5163098470-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex Oc 6gb Gddr6;1.599;R$1.599,90;Xtgoldinfo;Mercadolíder | +10mil vendas;2 disponíveis;30/11/2024 00:24:49
https://produto.mercadolivre.com.br/MLB-3914206835-placa-de-video-galax-geforce-rtx-3050-ex-6gb-gddr6-96-bit-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Video Galax Geforce Rtx 3050 Ex, 6gb, Gddr6, 96-bit;R$1.870,41;R$1.703,99;Lnvidia;+100mil vendas;+50 disponíveis;30/11/2024 00:24:49
https://produto.mercadolivre.com.br/MLB-3604786769-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-1-click-oc-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex 1-click Oc;1.588;R$1.588,65;Lolist;+500mil vendas;2 disponíveis;30/11/2024 00:24:50
https://produto.mercadolivre.com.br/MLB-3725906813-placa-de-video-rtx-3050-6gb-ex-gddr6-galax-35nrldmd9oex-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Rtx 3050 6gb Ex Gddr6 Galax - 35nrldmd9oex;1.698;R$1.698,65;Bitboss.;Mercadolíder | +1000 vendas;Último disponível!;30/11/2024 00:24:51
https://produto.mercadolivre.com.br/MLB-5053066802-placa-de-video-galax-rtx-3050-6gb-gddr6-ex-oc-96bits-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Rtx 3050 6gb Gddr6 Ex Oc 96bits;1.679;R$1.679;Jconnect_ecommerce;+100 vendas;Último disponível!;30/11/2024 00:24:51
https://produto.mercadolivre.com.br/MLB-4755616704-placa-de-video-rtx-3050-6gb-ex-gddr6-96bits-galax-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Rtx 3050 6gb Ex Gddr6 96bits Galax;1.596;R$1.596,18;Maddog;+1000 vendas;Último disponível!;30/11/2024 00:24:52
https://produto.mercadolivre.com.br/MLB-3652226995-placa-de-video-rtx-3050-ex-6gb-96bits-gddr6-35nrldmd9oex-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Video Rtx 3050 Ex 6gb 96bits Gddr6 35nrldmd9oex;1.516;R$1.516,09;On plus;Mercadolíder | +1000 vendas;+5 disponíveis;30/11/2024 00:24:53
https://produto.mercadolivre.com.br/MLB-4625985684-placa-de-video-rtx-3050-6gb-ex-gddr6-96bits-35nrldmd9oex-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Video Rtx 3050 6gb Ex Gddr6 96bits - 35nrldmd9oex;1.774;R$1.774,39;Comtek tecnologia;Mercadolíder | +1000 vendas;2 disponíveis;30/11/2024 00:24:53
https://produto.mercadolivre.com.br/MLB-3694114409-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex Oc 6gb Gddr6;R$1.563,95;R$1.266,80;Tntinfoloja filial_es;+10mil vendas;+50 disponíveis;30/11/2024 00:24:54
https://produto.mercadolivre.com.br/MLB-4463965120-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-1-click-oc-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex 1-click Oc;1.584;R$1.584;Lolist;+500mil vendas;2 disponíveis;30/11/2024 00:24:54
https://produto.mercadolivre.com.br/MLB-3895791795-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex Oc 6gb Gddr6;1.750;R$1.750;Vitória informática;+100 vendas;4 disponíveis;30/11/2024 00:24:55
https://produto.mercadolivre.com.br/MLB-4755689430-placa-de-video-rtx-3050-6gb-ex-gddr6-galax-35nrldmd9oex-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Rtx 3050 6gb Ex Gddr6 Galax - 35nrldmd9oex;1.589;R$1.589,62;Bitboss.;Mercadolíder | +1000 vendas;Último disponível!;30/11/2024 00:24:56
https://produto.mercadolivre.com.br/MLB-3604773879-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-1-click-oc-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex 1-click Oc;1.556;R$1.556,47;Lolist;+500mil vendas;2 disponíveis;30/11/2024 00:24:56
https://produto.mercadolivre.com.br/MLB-4463952290-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-1-click-oc-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex 1-click Oc;1.561;R$1.561,03;Lolist;+500mil vendas;2 disponíveis;30/11/2024 00:24:57
https://produto.mercadolivre.com.br/MLB-3710215123-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex Oc 6gb Gddr6;1.390;R$1.390;Mriinformtica;+5mil vendas;2 disponíveis;30/11/2024 00:24:57
https://produto.mercadolivre.com.br/MLB-5111567346-placa-de-video-rtx-3050-6gb-galax-ex-oc-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Rtx 3050 6gb Galax Ex Oc;1.597;R$1.597,90;Jctechabc;+5 vendas;Último disponível!;30/11/2024 00:24:58
https://produto.mercadolivre.com.br/MLB-3737842415-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex Oc 6gb Gddr6;2.198;R$2.198,90;Emporiumrmm;+100 vendas;+10 disponíveis;30/11/2024 00:24:58
https://produto.mercadolivre.com.br/MLB-4833863128-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-6gb-gddr6-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex 6gb Gddr6;1.733;R$1.733,22;Alligator shop_sc;+1000 vendas;+10 disponíveis;30/11/2024 00:24:59
https://produto.mercadolivre.com.br/MLB-3757990103-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-6gb-gddr6-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex 6gb Gddr6;1.622;R$1.622,11;Alligator shop_sc;+1000 vendas;+10 disponíveis;30/11/2024 00:25:00
https://produto.mercadolivre.com.br/MLB-4587596482-vga-galax-gf-rtx3050-6gb-ex-gddr6-96bits-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Vga Galax Gf Rtx3050 6gb Ex Gddr6 96bits;1.295;R$1.295;Favs;+5mil vendas;+50 disponíveis;30/11/2024 00:25:00
https://produto.mercadolivre.com.br/MLB-3650650283-geforce-rtx-3050-6gb-gddr6-96-bits-galax-ex-series-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Geforce Rtx 3050 6gb Gddr6 96 Bits - Galax Ex Series;1.826;R$1.826,01;Oficina_dos_bits;+1000 vendas;+5 disponíveis;30/11/2024 00:25:01
https://www.mercadolivre.com.br/placa-de-video-asus-dual-geforce-rtx-3050-6gb-gddr6-96bits/p/MLB37546441#polycard_client=search-nordic&wid=MLB5163956946&sid=search&searchVariation=MLB37546441&position=7&search_layout=grid&type=product&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Asus Dual Geforce Rtx 3050 6gb Gddr6 96bits;R$1.603,71;R$1.169,11;Linpower;+250mil vendas;Último disponível!;30/11/2024 00:25:02
https://www.mercadolivre.com.br/placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit/p/MLB35098924#polycard_client=search-nordic&wid=MLB4689848718&sid=search&searchVariation=MLB35098924&position=4&search_layout=grid&type=product&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Rtx 3050 8gb Gddr6 128bit;3.833;R$3.833,27;Lolist;+500mil vendas;Último disponível!;30/11/2024 00:25:03
https://www.mercadolivre.com.br/placa-de-video-msi-geforce-rtx-3050-oc-6gb-lp-gddr6-96bits/p/MLB37776074#polycard_client=search-nordic&wid=MLB5167687012&sid=search&searchVariation=MLB37776074&position=5&search_layout=grid&type=product&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Msi Geforce Rtx 3050 Oc 6gb LP Gddr6 96bits;R$1.399;R$1.343,04;Favs;+5mil vendas;+20 disponíveis;30/11/2024 00:25:03
https://www.mercadolivre.com.br/placa-de-video-nvidia-galax-geforce-rtx-30-series-rtx-3050-35nsl8md6yex-8gb/p/MLB19634456#polycard_client=search-nordic&wid=MLB4461702816&sid=search&searchVariation=MLB19634456&position=9&search_layout=grid&type=product&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa de vídeo Nvidia Galax  GeForce RTX 30 Series RTX 3050 35NSL8MD6YEX 8GB;2.199;R$2.199;Sarcompy;+1000 vendas;2 disponíveis;30/11/2024 00:25:04
https://www.mercadolivre.com.br/placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss/p/MLB39959497#polycard_client=search-nordic&wid=MLB3893292969&sid=search&searchVariation=MLB39959497&position=8&search_layout=grid&type=product&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Zotac Nvidia Geforce Rtx 3050 6gb Gddr6 Dlss;R$1.554,90;R$1.259,47;Shopar;Mercadolíder | +10mil vendas;3 disponíveis;30/11/2024 00:25:05
https://produto.mercadolivre.com.br/MLB-3763186910-placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Galax Nvidia Rtx 3050 8gb Gddr6 128bit;4.189;R$4.189,18;Lolist;+500mil vendas;Último disponível!;30/11/2024 00:25:05
https://produto.mercadolivre.com.br/MLB-3141543307-vga-placa-de-video-galax-geforce-rtx3050-1click-8gb-ddr6-nf-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Vga Placa De Video Galax Geforce Rtx3050 1click 8gb Ddr6 N/f;1.988;R$1.988,08;Pc gamer informática;Mercadolíder | +10mil vendas;4 disponíveis;30/11/2024 00:25:06
https://produto.mercadolivre.com.br/MLB-1734512611-dual-cooler-placa-de-video-galax-geforce-rtx-2060-6gb-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Dual Cooler Placa De Video Galax Geforce Rtx 2060 6gb;259;R$259,90;Rpm.pablo;+100 vendas;Último disponível!;30/11/2024 00:25:07
https://produto.mercadolivre.com.br/MLB-4185975310-placa-video-galax-geforce-rtx-3050-1-click-oc-v2-8gb-128bit-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa Vídeo Galax Geforce Rtx 3050 1-click Oc V2 8gb 128bit;2.371;R$2.371,83;Lolist;+100mil vendas;Último disponível!;30/11/2024 00:25:07
https://www.mercadolivre.com.br/placa-de-video-msi-geforce-rtx-3050-gaming-x-6g/p/MLB35154245#polycard_client=search-nordic&wid=MLB3893470333&sid=search&searchVariation=MLB35154245&position=3&search_layout=grid&type=product&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa de vídeo Msi Geforce Rtx 3050 Gaming X 6g;2.913;R$2.913,93;Rocketlion;+1000 vendas;+5 disponíveis;30/11/2024 00:25:08
https://produto.mercadolivre.com.br/MLB-5066399674-placa-de-video-asus-dual-nvidia-geforce-rtx-3050-oc-6gb-gddr-_JM#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=6ce55467-e158-4557-9a88-1f1fe28baa01;Placa De Vídeo Asus Dual Nvidia Geforce Rtx 3050 Oc 6gb Gddr;R$2.099,90;R$1.259,94;Mania virtual;Mercadolíder | +100mil vendas;+50 disponíveis;30/11/2024 00:25:08
https://www.mercadolivre.com.br/placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit/p/MLB21903455#polycard_client=search-nordic&wid=MLB3522198613&sid=search&searchVariation=MLB21903455&position=4&search_layout=grid&type=product&tracking_id=06aea46e-f2e4-4787-972c-b79d1b5ac504;Placa De Vídeo Galax Nvidia Rtx 3050 8gb Gddr6 128bit;3.544;R$3.544,12;Lolist;+100mil vendas;Último disponível!;30/11/2024 00:25:09
