url;title;price_previous;price_current;seller;seller_sales;qtd_available;scraped_at
https://produto.mercadolivre.com.br/MLB-3791169441-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Zotac Nvidia Geforce Rtx 3050 6gb Gddr6 Dlss;1.599;R$1.599,90;Infinity.informática;+1000 vendas;2 disponíveis;30/11/2024 00:25:42
https://produto.mercadolivre.com.br/MLB-3815985915-placa-grafica-msi-gaming-rtx-3050-gaming-x-6g-6gb-gddr6-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Gráfica Msi Gaming Rtx 3050 Gaming X 6g 6gb Gddr6;R$1.607,97;R$1.334,62;Us nocnoc-brr;Mercadolíder | +50mil vendas;+20 disponíveis;30/11/2024 00:25:42
https://produto.mercadolivre.com.br/MLB-4962685882-placa-de-video-rtx-3050-6gb-gddr6-asus-geforce-dual-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Video Rtx 3050 6gb Gddr6 Asus Geforce Dual;1.795;R$1.795;Vidacomdistribuidora;+100 vendas;Último disponível!;30/11/2024 00:25:43
https://produto.mercadolivre.com.br/MLB-4784204194-placa-de-video-msi-geforce-rtx-3050-oc-6gb-gddr6-96bits-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Msi Geforce Rtx 3050 Oc 6gb Gddr6 96bits;1.662;R$1.662,20;Hdstore.com.br;Mercadolíder | +10mil vendas;Último disponível!;30/11/2024 00:25:43
https://produto.mercadolivre.com.br/MLB-5043603398-placa-de-video-rtx3050-6gb-twin-x2-gddr6-96-bits-inno3d-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Rtx3050 6gb Twin X2 Gddr6 96 Bits Inno3d;1.557;R$1.557,21;Bitboss.;Mercadolíder | +1000 vendas;2 disponíveis;30/11/2024 00:25:44
https://produto.mercadolivre.com.br/MLB-5049191746-placa-grafica-msi-gaming-rtx-3050-lp-6g-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Gráfica Msi Gaming Rtx 3050 Lp 6g Oc 6gb Gddr6;R$1.719,72;R$1.427,37;Lnocnoc usa;+10mil vendas;Último disponível!;30/11/2024 00:25:44
https://produto.mercadolivre.com.br/MLB-3682555247-placa-de-video-nvidia-rtx-3050-6gb-ddr6-asus-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Video Nvidia Rtx 3050 6gb Ddr6 Asus;1.699;R$1.699,99;Comprasja2024;Mercadolíder | +1000 vendas;5 disponíveis;30/11/2024 00:25:45
https://produto.mercadolivre.com.br/MLB-4818640856-placa-de-video-msi-geforce-rtx-3050-oc-6gb-gddr6-96bits-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Msi Geforce Rtx 3050 Oc 6gb Gddr6 96bits;1.489;R$1.489,90;Dataservermanut;Mercadolíder | +5mil vendas;2 disponíveis;30/11/2024 00:25:46
https://produto.mercadolivre.com.br/MLB-3841470815-placa-de-video-rtx3050-6gb-twin-x2-gddr6-96-bits-inno3d-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Rtx3050 6gb Twin X2 Gddr6 96 Bits Inno3d;1.663;R$1.663,06;Maddog;+1000 vendas;2 disponíveis;30/11/2024 00:25:46
https://produto.mercadolivre.com.br/MLB-5120348722-vga-msi-geforce-nvidia-rtx-3050-ventus-2x-6-gb-oc-gddr6-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Vga Msi Geforce Nvidia Rtx 3050 Ventus 2x 6 Gb Oc Gddr6;1.569;R$1.569;Techconnectinformatica;+50 vendas;5 disponíveis;30/11/2024 00:25:47
https://produto.mercadolivre.com.br/MLB-4883452306-placa-de-video-msi-geforce-rtx-3050-oc-6gb-gddr6-96bits-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Msi Geforce Rtx 3050 Oc 6gb Gddr6 96bits;1.799;R$1.799;Eliteinformaticajunior;+1000 vendas;2 disponíveis;30/11/2024 00:25:47
https://produto.mercadolivre.com.br/MLB-5175525424-placa-de-video-geforce-rtx-3050-6gb-msi-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Video Geforce Rtx 3050 6gb - Msi;1.790;R$1.790;Pc informatica10;Mercadolíder | +1000 vendas;Último disponível!;30/11/2024 00:25:48
https://produto.mercadolivre.com.br/MLB-3849114247-placa-grafica-asus-dual-nvidia-geforce-rtx-3050-6gb-gddr6-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Gráfica Asus Dual Nvidia Geforce Rtx 3050 6gb Gddr6;R$1.670,76;R$1.386,73;Us nocnoc-brr;Mercadolíder | +50mil vendas;+20 disponíveis;30/11/2024 00:25:49
https://produto.mercadolivre.com.br/MLB-5161509698-placa-de-video-msi-geforce-rtx-3050-ventus-2x-6gb-gddr6-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Msi Geforce Rtx 3050 Ventus 2x 6gb Gddr6;1.459;R$1.459;Techconnectinformatica;+50 vendas;5 disponíveis;30/11/2024 00:25:49
https://produto.mercadolivre.com.br/MLB-4704323750-placa-de-video-rtx-3050-6gb-gddr6x-96bits-dual-fan-asus-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Rtx 3050 6gb Gddr6x 96bits Dual Fan Asus;1.602;R$1.602,97;Maddog;+1000 vendas;Último disponível!;30/11/2024 00:25:50
https://produto.mercadolivre.com.br/MLB-4562325334-placa-video-6-gb-gainward-pegasus-gf-rtx3050-d6-ne63050018je-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Video 6 Gb Gainward Pegasus Gf Rtx3050 D6 Ne63050018je;1.479;R$1.479;Vrsinformaticabaurultda;+100 vendas;Último disponível!;30/11/2024 00:25:51
https://produto.mercadolivre.com.br/MLB-3822452861-placa-de-video-rtx3050-6gb-gddr6-lp-96bits-msi-912-v812-023-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Rtx3050 6gb Gddr6 Lp 96bits Msi 912-v812-023;1.743;R$1.743,64;Maddog;+1000 vendas;2 disponíveis;30/11/2024 00:25:51
https://produto.mercadolivre.com.br/MLB-5131381068-gpu-nvidia-geforce-rtx-3050-6gb-gddr6-96bits-pcyes-pvrtx3050-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Gpu Nvidia Geforce Rtx 3050 6gb Gddr6 96bits Pcyes Pvrtx3050;1.999;R$1.999;2ushop;+5 vendas;+50 disponíveis;30/11/2024 00:25:52
https://produto.mercadolivre.com.br/MLB-3849174621-placa-grafica-asus-dual-nvidia-geforce-rtx-3050-6gb-oc-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Gráfica Asus Dual Nvidia Geforce Rtx 3050 6gb Oc;R$1.621,80;R$1.346,09;Us nocnoc-brr;Mercadolíder | +50mil vendas;+20 disponíveis;30/11/2024 00:25:53
https://produto.mercadolivre.com.br/MLB-3849170625-placa-grafica-asus-geforce-rtx-3050-lp-brk-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Gráfica Asus Geforce Rtx 3050 Lp Brk Oc 6gb Gddr6;R$2.001,24;R$1.661,03;Us nocnoc-brr;Mercadolíder | +50mil vendas;+20 disponíveis;30/11/2024 00:25:53
https://produto.mercadolivre.com.br/MLB-5081473630-placa-de-video-superframe-rtx-3050-epic-6gb-dlss-ray-tracing-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Superframe Rtx 3050 Epic 6gb Dlss Ray Tracing;1.419;R$1.419,90;Johnnvillanovactba;+100 vendas;2 disponíveis;30/11/2024 00:25:54
https://produto.mercadolivre.com.br/MLB-3899794181-placa-de-video-msi-geforce-rtx-3050-ventus-2x-6gb-gddr6-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Msi Geforce Rtx 3050 Ventus 2x 6gb Gddr6;1.389;R$1.389;Techconnectinformatica;+50 vendas;5 disponíveis;30/11/2024 00:25:54
https://produto.mercadolivre.com.br/MLB-3791180549-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Zotac Nvidia Geforce Rtx 3050 6gb Gddr6 Dlss;1.499;R$1.499,90;Infinity.informática;+1000 vendas;2 disponíveis;30/11/2024 00:25:55
https://produto.mercadolivre.com.br/MLB-4998022706-placa-grafica-msi-gaming-rtx-3050-lp-6g-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Gráfica Msi Gaming Rtx 3050 Lp 6g Oc 6gb Gddr6;R$1.719,72;R$1.427,37;Us nocnoc-brr;Mercadolíder | +50mil vendas;Último disponível!;30/11/2024 00:25:56
https://produto.mercadolivre.com.br/MLB-3895114487-notebook-gamer-dell-g15-intel-i5-13ger-16gb-512gb-rtx-3050-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Notebook Gamer Dell G15 Intel I5 13ger 16gb 512gb Rtx 3050;7.000;R$7.000;Nutrijackgarzon;+100 vendas;5 disponíveis;30/11/2024 00:25:57
https://produto.mercadolivre.com.br/MLB-4966217850-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Zotac Nvidia Geforce Rtx 3050 6gb Gddr6 Dlss;2.027;R$2.027,91;Lolist;+100mil vendas;Último disponível!;30/11/2024 00:25:57
https://produto.mercadolivre.com.br/MLB-4883499382-placa-de-video-msi-geforce-rtx-3050-oc-6gb-gddr6-96bits-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Msi Geforce Rtx 3050 Oc 6gb Gddr6 96bits;1.799;R$1.799;Webeliteinfo;+100 vendas;3 disponíveis;30/11/2024 00:25:58
https://produto.mercadolivre.com.br/MLB-4966179520-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Zotac Nvidia Geforce Rtx 3050 6gb Gddr6 Dlss;2.021;R$2.021,98;Lolist;+100mil vendas;Último disponível!;30/11/2024 00:25:59
https://produto.mercadolivre.com.br/MLB-3674658819-placa-de-video-gainward-pegasus-geforce-rtx3050-6gb-gddr6-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Gainward Pegasus Geforce Rtx3050 6gb Gddr6;1.310;R$1.310;Mriinformtica;+5mil vendas;2 disponíveis;30/11/2024 00:25:59
https://produto.mercadolivre.com.br/MLB-3914291047-placa-de-video-msi-geforce-rtx-3050-6gb-oc-gddr6-96-bits-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Msi Geforce Rtx 3050 6gb Oc Gddr6 96 Bits;1.874;R$1.874,83;Bits2;+100 vendas;+50 disponíveis;30/11/2024 00:26:00
https://produto.mercadolivre.com.br/MLB-3914242777-zotac-gaming-geforce-rtx-3050-6gb-lp-gddr6-zt-a30510l-10l-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Zotac Gaming Geforce Rtx 3050 6gb Lp Gddr6 - Zt-a30510l-10l;1.950;R$1.950,30;Bits2;+100 vendas;+5 disponíveis;30/11/2024 00:26:00
https://produto.mercadolivre.com.br/MLB-3869046117-placa-de-video-rtx-3050-6gb-asus-dual-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Rtx 3050 6gb Asus Dual;1.597;R$1.597,90;Jctechabc;+5 vendas;2 disponíveis;30/11/2024 00:26:01
https://produto.mercadolivre.com.br/MLB-5166383288-placa-grafica-gigabyte-geforce-rtx-3050-oc-low-profile-6gb-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Gráfica Gigabyte Geforce Rtx 3050 Oc Low Profile 6gb;2.975;R$2.975,54;Rocketlion;+1000 vendas;+5 disponíveis;30/11/2024 00:26:02
https://produto.mercadolivre.com.br/MLB-5162279350-placa-grafica-msi-gaming-rtx-3050-lp-6g-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Gráfica Msi Gaming Rtx 3050 Lp 6g Oc 6gb Gddr6;3.200;R$3.200,03;Rocketlion;+1000 vendas;+5 disponíveis;30/11/2024 00:26:02
https://produto.mercadolivre.com.br/MLB-3913384079-placa-grafica-asus-geforce-rtx-3050-lp-brk-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Gráfica Asus Geforce Rtx 3050 Lp Brk Oc 6gb Gddr6;3.450;R$3.450,60;Rocketlion;+1000 vendas;+5 disponíveis;30/11/2024 00:26:03
https://produto.mercadolivre.com.br/MLB-3915748941-placa-grafica-asus-dual-nvidia-geforce-rtx-3050-6gb-oc-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Gráfica Asus Dual Nvidia Geforce Rtx 3050 6gb Oc;2.825;R$2.825,14;Rocketlion;+1000 vendas;+5 disponíveis;30/11/2024 00:26:03
https://www.mercadolivre.com.br/placa-de-video-msi-geforce-rtx-3050-ventus-2x-oc-8gb-gddr6/p/MLB28632381#polycard_client=search-nordic&wid=MLB3844893009&sid=search&searchVariation=MLB28632381&position=3&search_layout=grid&type=product&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa de vídeo Msi Geforce Rtx 3050 Ventus 2x Oc 8gb Gddr6;6.002;R$6.002,10;Rocketlion;+1000 vendas;+5 disponíveis;30/11/2024 00:26:04
https://produto.mercadolivre.com.br/MLB-3841291097-placa-grafica-msi-gaming-rtx-3050-gaming-x-6g-6gb-gddr6-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Gráfica Msi Gaming Rtx 3050 Gaming X 6g 6gb Gddr6;R$1.670,76;R$1.386,73;Lnocnoc usa;+10mil vendas;+20 disponíveis;30/11/2024 00:26:05
https://produto.mercadolivre.com.br/MLB-2695499848-caixa-de-placa-de-video-galax-geforce-rtx3050-8gb-1-click-oc-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Caixa De Placa De Vídeo Galax Geforce Rtx3050 8gb 1-click Oc (Usado);28;R$28,80;Etinf;+100 vendas;+5 disponíveis;30/11/2024 00:26:05
https://produto.mercadolivre.com.br/MLB-5191394234-rtx-2060-6gb-galax-ex-plus-white-edition-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Rtx 2060 6gb Galax Ex Plus White Edition (Usado);1.379;R$1.379;Alefy_hardwares;Mercadolíder | +1000 vendas;Último disponível!;30/11/2024 00:26:06
https://produto.mercadolivre.com.br/MLB-4186034710-placa-video-galax-geforce-rtx-3050-1-click-oc-v2-8gb-128bit-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Vídeo Galax Geforce Rtx 3050 1-click Oc V2 8gb 128bit;2.371;R$2.371,83;Lolist;+100mil vendas;Último disponível!;30/11/2024 00:26:07
https://produto.mercadolivre.com.br/MLB-4282570524-placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Galax Nvidia Rtx 3050 8gb Gddr6 128bit;3.544;R$3.544,12;Lolist;+100mil vendas;Último disponível!;30/11/2024 00:26:07
https://produto.mercadolivre.com.br/MLB-3801515135-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Zotac Nvidia Geforce Rtx 3050 6gb Gddr6 Dlss;2.049;R$2.049,90;Lolist;+500mil vendas;Último disponível!;30/11/2024 00:26:08
https://produto.mercadolivre.com.br/MLB-3503751285-placa-video-galax-geforce-rtx-3050-1-click-oc-v2-8gb-128bit-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa Vídeo Galax Geforce Rtx 3050 1-click Oc V2 8gb 128bit;2.364;R$2.364,89;Lolist;+100mil vendas;Último disponível!;30/11/2024 00:26:09
https://produto.mercadolivre.com.br/MLB-3537226477-placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Galax Nvidia Rtx 3050 8gb Gddr6 128bit;3.533;R$3.533,75;Lolist;+100mil vendas;Último disponível!;30/11/2024 00:26:10
https://produto.mercadolivre.com.br/MLB-4242959098-placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit-_JM#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=46642ada-04d7-4041-94c3-108f0afb1bcb;Placa De Vídeo Galax Nvidia Rtx 3050 8gb Gddr6 128bit;3.544;R$3.544,12;Lolist;+100mil vendas;Último disponível!;30/11/2024 00:26:12
https://produto.mercadolivre.com.br/MLB-4966183900-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=be5f1add-6604-4fbc-8f35-a77784d21135;Placa De Vídeo Zotac Nvidia Geforce Rtx 3050 6gb Gddr6 Dlss;2.043;R$2.043,90;Lolist;+100mil vendas;Último disponível!;30/11/2024 00:26:12
https://produto.mercadolivre.com.br/MLB-4966157374-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=be5f1add-6604-4fbc-8f35-a77784d21135;Placa De Vídeo Zotac Nvidia Geforce Rtx 3050 6gb Gddr6 Dlss;2.027;R$2.027,91;Lolist;+100mil vendas;Último disponível!;30/11/2024 00:26:13
https://produto.mercadolivre.com.br/MLB-4966218738-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=be5f1add-6604-4fbc-8f35-a77784d21135;Placa De Vídeo Zotac Nvidia Geforce Rtx 3050 6gb Gddr6 Dlss;2.043;R$2.043,90;Lolist;+100mil vendas;Último disponível!;30/11/2024 00:26:13
https://produto.mercadolivre.com.br/MLB-4943502258-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-6gb-gddr6-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=be5f1add-6604-4fbc-8f35-a77784d21135;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex 6gb Gddr6;1.668;R$1.668,71;Gigantec.com.br;Mercadolíder | +10mil vendas;+20 disponíveis;30/11/2024 00:26:14
https://produto.mercadolivre.com.br/MLB-4943578344-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-6gb-gddr6-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=be5f1add-6604-4fbc-8f35-a77784d21135;Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex 6gb Gddr6;1.565;R$1.565,71;Gigantec.com.br;Mercadolíder | +10mil vendas;+20 disponíveis;30/11/2024 00:26:15
